행정동,년분기,지하철역_갯수,총승하차인원_합계,지하철역_목록,시군구,총_승객수
가락1동,20191,2,0.0,"송파, 가락시장",,
가락1동,20192,2,0.0,"송파, 가락시장",,
가락1동,20193,2,0.0,"가락시장, 송파",,
가락1동,20194,2,0.0,"가락시장, 송파",,
가락1동,20201,2,0.0,"송파, 가락시장",,
가락1동,20202,2,0.0,"송파, 가락시장",,
가락1동,20203,2,0.0,"가락시장, 송파",,
가락1동,20204,2,0.0,"송파, 가락시장",,
가락1동,20211,2,3591263.0,"가락시장, 송파",,
가락1동,20212,2,3875940.0,"가락시장, 송파",,
가락1동,20213,2,3395843.0,"가락시장, 송파",,
가락1동,20214,2,3838931.0,"가락시장, 송파",,
가락2동,20191,2,0.0,"경찰병원, 개롱",,
가락2동,20192,2,0.0,"경찰병원, 개롱",,
가락2동,20193,2,0.0,"개롱, 경찰병원",,
가락2동,20194,2,0.0,"개롱, 경찰병원",,
가락2동,20201,2,0.0,"개롱, 경찰병원",,
가락2동,20202,2,0.0,"개롱, 경찰병원",,
가락2동,20203,2,0.0,"개롱, 경찰병원",,
가락2동,20204,2,0.0,"경찰병원, 개롱",,
가락2동,20211,2,1969639.0,"경찰병원, 개롱",,
가락2동,20212,2,2175749.0,"경찰병원, 개롱",,
가락2동,20213,2,1950525.0,"경찰병원, 개롱",,
가락2동,20214,2,2174233.0,"경찰병원, 개롱",,
가락본동,20191,1,0.0,오금,,
가락본동,20192,1,0.0,오금,,
가락본동,20193,1,0.0,오금,,
가락본동,20194,1,0.0,오금,,
가락본동,20201,1,0.0,오금,,
가락본동,20202,1,0.0,오금,,
가락본동,20203,1,0.0,오금,,
가락본동,20204,1,0.0,오금,,
가락본동,20211,1,508959.0,오금,,
가락본동,20212,1,584980.0,오금,,
가락본동,20213,1,521014.0,오금,,
가락본동,20214,1,584247.0,오금,,
가리봉동,0,1,0.0,0,,
가산동,20191,2,0.0,"독산, 가산디지털단지",,
가산동,20192,2,0.0,"독산, 가산디지털단지",,
가산동,20193,2,0.0,"가산디지털단지, 독산",,
가산동,20194,2,0.0,"가산디지털단지, 독산",,
가산동,20201,2,0.0,"가산디지털단지, 독산",,
가산동,20202,2,0.0,"독산, 가산디지털단지",,
가산동,20203,2,0.0,"가산디지털단지, 독산",,
가산동,20204,2,0.0,"독산, 가산디지털단지",,
가산동,20211,2,11084614.0,"가산디지털단지, 독산",,
가산동,20212,2,12268260.0,"독산, 가산디지털단지",,
가산동,20213,2,10910267.0,"가산디지털단지, 독산",,
가산동,20214,2,12317625.0,"가산디지털단지, 독산",,
가양1동,0,1,0.0,마곡나루,,
가양1동,20191,3,0.0,"마곡, 마곡나루, 양천향교",,
가양1동,20192,3,0.0,"양천향교, 마곡나루, 마곡",,
가양1동,20193,3,0.0,"마곡나루, 마곡, 양천향교",,
가양1동,20194,3,0.0,"마곡, 마곡나루, 양천향교",,
가양1동,20201,3,0.0,"양천향교, 마곡나루, 마곡",,
가양1동,20202,2,0.0,"마곡, 양천향교",,
가양1동,20203,2,0.0,"마곡, 양천향교",,
가양1동,20204,2,0.0,"양천향교, 마곡",,
가양1동,20211,2,2610848.0,"마곡, 양천향교",,
가양1동,20212,2,3040373.0,"마곡, 양천향교",,
가양1동,20213,2,2703457.0,"양천향교, 마곡",,
가양1동,20214,2,3099786.0,"양천향교, 마곡",,
가양2동,0,1,0.0,0,,
가양3동,0,1,0.0,0,,
가회동,0,1,0.0,0,,
갈현1동,0,1,0.0,0,,
갈현2동,20191,1,0.0,구산,,
갈현2동,20192,1,0.0,구산,,
갈현2동,20193,1,0.0,구산,,
갈현2동,20194,1,0.0,구산,,
갈현2동,20201,1,0.0,구산,,
갈현2동,20202,1,0.0,구산,,
갈현2동,20203,1,0.0,구산,,
갈현2동,20204,1,0.0,구산,,
갈현2동,20211,1,927742.0,구산,,
갈현2동,20212,1,1063162.0,구산,,
갈현2동,20213,1,976774.0,구산,,
갈현2동,20214,1,1079537.0,구산,,
강일동,0,1,0.0,강일,,
강일동,20211,1,54506.0,강일,,
강일동,20212,1,1017842.0,강일,,
강일동,20213,1,954528.0,강일,,
강일동,20214,1,1196446.0,강일,,
개봉1동,20191,1,0.0,개봉,,
개봉1동,20192,1,0.0,개봉,,
개봉1동,20193,1,0.0,개봉,,
개봉1동,20194,1,0.0,개봉,,
개봉1동,20201,1,0.0,개봉,,
개봉1동,20202,1,0.0,개봉,,
개봉1동,20203,1,0.0,개봉,,
개봉1동,20204,1,0.0,개봉,,
개봉1동,20211,1,3107827.0,개봉,,
개봉1동,20212,1,3500467.0,개봉,,
개봉1동,20213,1,3130324.0,개봉,,
개봉1동,20214,1,3470114.0,개봉,,
개봉2동,0,1,0.0,0,,
개봉3동,0,1,0.0,0,,
개포1동,0,1,0.0,0,,
개포2동,20191,3,0.0,"구룡, 대모산입구, 개포동",,
개포2동,20192,3,0.0,"대모산입구, 개포동, 구룡",,
개포2동,20193,3,0.0,"대모산입구, 구룡, 개포동",,
개포2동,20194,3,0.0,"개포동, 구룡, 대모산입구",,
개포2동,20201,3,0.0,"구룡, 대모산입구, 개포동",,
개포2동,20202,3,0.0,"개포동, 구룡, 대모산입구",,
개포2동,20203,3,0.0,"구룡, 개포동, 대모산입구",,
개포2동,20204,3,0.0,"구룡, 개포동, 대모산입구",,
개포2동,20211,3,1229241.0,"구룡, 대모산입구, 개포동",,
개포2동,20212,3,1458413.0,"대모산입구, 구룡, 개포동",,
개포2동,20213,3,1313433.0,"개포동, 구룡, 대모산입구",,
개포2동,20214,3,1610420.0,"개포동, 대모산입구, 구룡",,
개포3동,20191,1,0.0,대청,,
개포3동,20192,1,0.0,대청,,
개포3동,20193,1,0.0,대청,,
개포3동,20194,1,0.0,대청,,
개포3동,20201,1,0.0,대청,,
개포3동,20202,1,0.0,대청,,
개포3동,20203,1,0.0,대청,,
개포3동,20204,1,0.0,대청,,
개포3동,20211,1,1285359.0,대청,,
개포3동,20212,1,1460319.0,대청,,
개포3동,20213,1,1340384.0,대청,,
개포3동,20214,1,1510011.0,대청,,
개포4동,0,1,0.0,0,,
거여1동,20191,1,0.0,거여,,
거여1동,20192,1,0.0,거여,,
거여1동,20193,1,0.0,거여,,
거여1동,20194,1,0.0,거여,,
거여1동,20201,1,0.0,거여,,
거여1동,20202,1,0.0,거여,,
거여1동,20203,1,0.0,거여,,
거여1동,20204,1,0.0,거여,,
거여1동,20211,1,1103930.0,거여,,
거여1동,20212,1,1288917.0,거여,,
거여1동,20213,1,1201113.0,거여,,
거여1동,20214,1,1408544.0,거여,,
거여2동,0,1,0.0,0,,
고덕1동,0,1,0.0,0,,
고덕2동,0,1,0.0,0,,
고척1동,0,1,0.0,0,,
고척2동,0,1,0.0,0,,
공덕동,20191,1,0.0,공덕,,
공덕동,20192,1,0.0,공덕,,
공덕동,20193,1,0.0,공덕,,
공덕동,20194,1,0.0,공덕,,
공덕동,20201,1,0.0,공덕,,
공덕동,20202,1,0.0,공덕,,
공덕동,20203,1,0.0,공덕,,
공덕동,20204,1,0.0,공덕,,
공덕동,20211,1,4475505.0,공덕,,
공덕동,20212,1,4974994.0,공덕,,
공덕동,20213,1,4240949.0,공덕,,
공덕동,20214,1,4916154.0,공덕,,
공릉1동,20191,2,0.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20192,2,0.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20193,2,0.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20194,2,0.0,"공릉(서울과학기술대), 태릉입구",,
공릉1동,20201,2,0.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20202,2,0.0,"공릉(서울과학기술대), 태릉입구",,
공릉1동,20203,2,0.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20204,2,0.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20211,2,3577077.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20212,2,4198676.0,"공릉(서울과학기술대), 태릉입구",,
공릉1동,20213,2,3647674.0,"태릉입구, 공릉(서울과학기술대)",,
공릉1동,20214,2,4175749.0,"공릉(서울과학기술대), 태릉입구",,
공릉2동,20191,1,0.0,화랑대(서울여대입구),,
공릉2동,20192,1,0.0,화랑대(서울여대입구),,
공릉2동,20193,1,0.0,화랑대(서울여대입구),,
공릉2동,20194,1,0.0,화랑대(서울여대입구),,
공릉2동,20201,1,0.0,화랑대(서울여대입구),,
공릉2동,20202,1,0.0,화랑대(서울여대입구),,
공릉2동,20203,1,0.0,화랑대(서울여대입구),,
공릉2동,20204,1,0.0,화랑대(서울여대입구),,
공릉2동,20211,1,1376444.0,화랑대(서울여대입구),,
공릉2동,20212,1,1594418.0,화랑대(서울여대입구),,
공릉2동,20213,1,1402697.0,화랑대(서울여대입구),,
공릉2동,20214,1,1641665.0,화랑대(서울여대입구),,
공항동,20191,2,0.0,"송정, 공항시장",,
공항동,20192,2,0.0,"송정, 공항시장",,
공항동,20193,2,0.0,"공항시장, 송정",,
공항동,20194,2,0.0,"송정, 공항시장",,
공항동,20201,2,0.0,"송정, 공항시장",,
공항동,20202,2,0.0,"송정, 공항시장",,
공항동,20203,2,0.0,"공항시장, 송정",,
공항동,20204,2,0.0,"공항시장, 송정",,
공항동,20211,2,1363258.0,"공항시장, 송정",,
공항동,20212,2,1546427.0,"공항시장, 송정",,
공항동,20213,2,1393562.0,"공항시장, 송정",,
공항동,20214,2,1553250.0,"송정, 공항시장",,
광장동,20191,1,0.0,광나루(장신대),,
광장동,20192,1,0.0,광나루(장신대),,
광장동,20193,1,0.0,광나루(장신대),,
광장동,20194,1,0.0,광나루(장신대),,
광장동,20201,1,0.0,광나루(장신대),,
광장동,20202,1,0.0,광나루(장신대),,
광장동,20203,1,0.0,광나루(장신대),,
광장동,20204,1,0.0,광나루(장신대),,
광장동,20211,1,1761684.0,광나루(장신대),,
광장동,20212,1,2022231.0,광나루(장신대),,
광장동,20213,1,1769537.0,광나루(장신대),,
광장동,20214,1,2070674.0,광나루(장신대),,
광희동,0,1,0.0,동대문역사문화공원,,
광희동,20191,1,0.0,동대문역사문화공원,,
광희동,20192,1,0.0,동대문역사문화공원,,
광희동,20193,1,0.0,동대문역사문화공원,,
광희동,20194,1,0.0,동대문역사문화공원,,
광희동,20201,1,0.0,동대문역사문화공원,,
교남동,0,1,0.0,0,,
구로1동,0,1,0.0,0,,
구로2동,20191,1,0.0,구일,,
구로2동,20192,1,0.0,구일,,
구로2동,20193,1,0.0,구일,,
구로2동,20194,1,0.0,구일,,
구로2동,20201,1,0.0,구일,,
구로2동,20202,1,0.0,구일,,
구로2동,20203,1,0.0,구일,,
구로2동,20204,1,0.0,구일,,
구로2동,20211,1,881923.0,구일,,
구로2동,20212,1,1107225.0,구일,,
구로2동,20213,1,877162.0,구일,,
구로2동,20214,1,1100131.0,구일,,
구로3동,20191,2,0.0,"구로디지털단지, 남구로",,
구로3동,20192,2,0.0,"남구로, 구로디지털단지",,
구로3동,20193,2,0.0,"구로디지털단지, 남구로",,
구로3동,20194,2,0.0,"구로디지털단지, 남구로",,
구로3동,20201,2,0.0,"남구로, 구로디지털단지",,
구로3동,20202,2,0.0,"남구로, 구로디지털단지",,
구로3동,20203,2,0.0,"구로디지털단지, 남구로",,
구로3동,20204,2,0.0,"구로디지털단지, 남구로",,
구로3동,20211,2,10762880.0,"구로디지털단지, 남구로",,
구로3동,20212,2,11885274.0,"남구로, 구로디지털단지",,
구로3동,20213,2,10439822.0,"남구로, 구로디지털단지",,
구로3동,20214,2,11685478.0,"남구로, 구로디지털단지",,
구로4동,20191,1,0.0,대림(구로구청),,
구로4동,20192,1,0.0,대림(구로구청),,
구로4동,20193,1,0.0,대림(구로구청),,
구로4동,20194,1,0.0,대림(구로구청),,
구로4동,20201,1,0.0,대림(구로구청),,
구로4동,20202,1,0.0,대림(구로구청),,
구로4동,20203,1,0.0,대림(구로구청),,
구로4동,20204,1,0.0,대림(구로구청),,
구로4동,20211,1,3607641.0,대림(구로구청),,
구로4동,20212,1,4040334.0,대림(구로구청),,
구로4동,20213,1,3552942.0,대림(구로구청),,
구로4동,20214,1,3920753.0,대림(구로구청),,
구로5동,20191,1,0.0,구로,,
구로5동,20192,1,0.0,구로,,
구로5동,20193,1,0.0,구로,,
구로5동,20194,1,0.0,구로,,
구로5동,20201,1,0.0,구로,,
구로5동,20202,1,0.0,구로,,
구로5동,20203,1,0.0,구로,,
구로5동,20204,1,0.0,구로,,
구로5동,20211,1,2693882.0,구로,,
구로5동,20212,1,3062994.0,구로,,
구로5동,20213,1,2699374.0,구로,,
구로5동,20214,1,3036057.0,구로,,
구산동,0,1,0.0,0,,
구의1동,20191,1,0.0,구의(광진구청),,
구의1동,20192,1,0.0,구의(광진구청),,
구의1동,20193,1,0.0,구의(광진구청),,
구의1동,20194,1,0.0,구의(광진구청),,
구의1동,20201,1,0.0,구의(광진구청),,
구의1동,20202,1,0.0,구의(광진구청),,
구의1동,20203,1,0.0,구의(광진구청),,
구의1동,20204,1,0.0,구의(광진구청),,
구의1동,20211,1,3294113.0,구의(광진구청),,
구의1동,20212,1,3642263.0,구의(광진구청),,
구의1동,20213,1,3296975.0,구의(광진구청),,
구의1동,20214,1,3696066.0,구의(광진구청),,
구의2동,20191,1,0.0,아차산(어린이대공원후문),,
구의2동,20192,1,0.0,아차산(어린이대공원후문),,
구의2동,20193,1,0.0,아차산(어린이대공원후문),,
구의2동,20194,1,0.0,아차산(어린이대공원후문),,
구의2동,20201,1,0.0,아차산(어린이대공원후문),,
구의2동,20202,1,0.0,아차산(어린이대공원후문),,
구의2동,20203,1,0.0,아차산(어린이대공원후문),,
구의2동,20204,1,0.0,아차산(어린이대공원후문),,
구의2동,20211,1,2110315.0,아차산(어린이대공원후문),,
구의2동,20212,1,2461411.0,아차산(어린이대공원후문),,
구의2동,20213,1,2093194.0,아차산(어린이대공원후문),,
구의2동,20214,1,2389583.0,아차산(어린이대공원후문),,
구의3동,20191,1,0.0,강변(동서울터미널),,
구의3동,20192,1,0.0,강변(동서울터미널),,
구의3동,20193,1,0.0,강변(동서울터미널),,
구의3동,20194,1,0.0,강변(동서울터미널),,
구의3동,20201,1,0.0,강변(동서울터미널),,
구의3동,20202,1,0.0,강변(동서울터미널),,
구의3동,20203,1,0.0,강변(동서울터미널),,
구의3동,20204,1,0.0,강변(동서울터미널),,
구의3동,20211,1,4318497.0,강변(동서울터미널),,
구의3동,20212,1,4932384.0,강변(동서울터미널),,
구의3동,20213,1,4370916.0,강변(동서울터미널),,
구의3동,20214,1,5009052.0,강변(동서울터미널),,
군자동,0,1,0.0,0,,
금호1가동,20191,1,0.0,신금호,,
금호1가동,20192,1,0.0,신금호,,
금호1가동,20193,1,0.0,신금호,,
금호1가동,20194,1,0.0,신금호,,
금호1가동,20201,1,0.0,신금호,,
금호1가동,20202,1,0.0,신금호,,
금호1가동,20203,1,0.0,신금호,,
금호1가동,20204,1,0.0,신금호,,
금호1가동,20211,1,891317.0,신금호,,
금호1가동,20212,1,1014981.0,신금호,,
금호1가동,20213,1,901584.0,신금호,,
금호1가동,20214,1,1034802.0,신금호,,
금호2·3가동 ,0,1,0.0,0,,
금호4가동,20191,1,0.0,금호,,
금호4가동,20192,1,0.0,금호,,
금호4가동,20193,1,0.0,금호,,
금호4가동,20194,1,0.0,금호,,
금호4가동,20201,1,0.0,금호,,
금호4가동,20202,1,0.0,금호,,
금호4가동,20203,1,0.0,금호,,
금호4가동,20204,1,0.0,금호,,
금호4가동,20211,1,1144049.0,금호,,
금호4가동,20212,1,1273337.0,금호,,
금호4가동,20213,1,1120684.0,금호,,
금호4가동,20214,1,1237436.0,금호,,
길동,20191,1,0.0,길동,,
길동,20192,1,0.0,길동,,
길동,20193,1,0.0,길동,,
길동,20194,1,0.0,길동,,
길동,20201,1,0.0,길동,,
길동,20202,1,0.0,길동,,
길동,20203,1,0.0,길동,,
길동,20204,1,0.0,길동,,
길동,20211,1,1155459.0,길동,,
길동,20212,1,1306713.0,길동,,
길동,20213,1,1185638.0,길동,,
길동,20214,1,1310222.0,길동,,
길음1동,20191,1,0.0,길음,,
길음1동,20192,1,0.0,길음,,
길음1동,20193,1,0.0,길음,,
길음1동,20194,1,0.0,길음,,
길음1동,20201,1,0.0,길음,,
길음1동,20202,1,0.0,길음,,
길음1동,20203,1,0.0,길음,,
길음1동,20204,1,0.0,길음,,
길음1동,20211,1,2792045.0,길음,,
길음1동,20212,1,3140380.0,길음,,
길음1동,20213,1,2761780.0,길음,,
길음1동,20214,1,3155884.0,길음,,
길음2동,0,1,0.0,0,,
낙성대동,0,1,0.0,0,,
난곡동,0,1,0.0,0,,
난향동,0,1,0.0,0,,
남가좌1동,0,1,0.0,가좌,,
남가좌2동,0,1,0.0,0,,
남영동,0,1,0.0,서울역,,
남영동,20191,3,0.0,"남영, 서울역, 숙대입구(갈월)",,
남영동,20192,3,0.0,"서울역, 남영, 숙대입구(갈월)",,
남영동,20193,3,0.0,"서울역, 남영, 숙대입구(갈월)",,
남영동,20194,3,0.0,"서울역, 숙대입구(갈월), 남영",,
남영동,20201,3,0.0,"서울역, 남영, 숙대입구(갈월)",,
남영동,20202,3,0.0,"남영, 서울역, 숙대입구(갈월)",,
남영동,20203,3,0.0,"숙대입구(갈월), 남영, 서울역",,
남영동,20204,3,0.0,"서울역, 남영, 숙대입구(갈월)",,
남영동,20211,3,4798318.0,"남영, 서울역, 숙대입구(갈월)",,
남영동,20212,3,5516242.0,"남영, 숙대입구(갈월), 서울역",,
남영동,20213,3,4702564.0,"남영, 숙대입구(갈월), 서울역",,
남영동,20214,3,5652780.0,"서울역, 숙대입구(갈월), 남영",,
남현동,0,1,0.0,0,,
내곡동,0,1,0.0,청계산입구,,
노량진1동,20191,2,0.0,"노들, 노량진",,
노량진1동,20192,2,0.0,"노량진, 노들",,
노량진1동,20193,2,0.0,"노들, 노량진",,
노량진1동,20194,2,0.0,"노들, 노량진",,
노량진1동,20201,2,0.0,"노량진, 노들",,
노량진1동,20202,2,0.0,"노들, 노량진",,
노량진1동,20203,2,0.0,"노들, 노량진",,
노량진1동,20204,2,0.0,"노량진, 노들",,
노량진1동,20211,2,5358959.0,"노들, 노량진",,
노량진1동,20212,2,6223084.0,"노들, 노량진",,
노량진1동,20213,2,5553411.0,"노들, 노량진",,
노량진1동,20214,2,6303233.0,"노들, 노량진",,
노량진2동,0,1,0.0,0,,
녹번동,20191,2,0.0,"녹번, 역촌",,
녹번동,20192,2,0.0,"녹번, 역촌",,
녹번동,20193,2,0.0,"녹번, 역촌",,
녹번동,20194,2,0.0,"역촌, 녹번",,
녹번동,20201,2,0.0,"역촌, 녹번",,
녹번동,20202,2,0.0,"역촌, 녹번",,
녹번동,20203,2,0.0,"녹번, 역촌",,
녹번동,20204,2,0.0,"역촌, 녹번",,
녹번동,20211,2,2558110.0,"녹번, 역촌",,
녹번동,20212,2,2893354.0,"녹번, 역촌",,
녹번동,20213,2,2677678.0,"녹번, 역촌",,
녹번동,20214,2,2997267.0,"녹번, 역촌",,
논현1동,0,2,0.0,"논현, 신사",,
논현1동,20191,2,0.0,"논현, 신사",,
논현1동,20192,2,0.0,"논현, 신사",,
논현1동,20193,2,0.0,"신사, 논현",,
논현1동,20194,2,0.0,"신사, 논현",,
논현1동,20201,2,0.0,"논현, 신사",,
논현1동,20202,2,0.0,"신사, 논현",,
논현1동,20203,2,0.0,"신사, 논현",,
논현1동,20204,2,0.0,"논현, 신사",,
논현1동,20211,2,7443750.0,"논현, 신사",,
논현1동,20212,2,8079524.0,"논현, 신사",,
논현1동,20213,2,7088502.0,"논현, 신사",,
논현1동,20214,2,8183139.0,"신사, 논현",,
논현2동,20191,3,0.0,"학동, 선정릉, 강남구청",,
논현2동,20192,3,0.0,"강남구청, 학동, 선정릉",,
논현2동,20193,3,0.0,"학동, 강남구청, 선정릉",,
논현2동,20194,3,0.0,"선정릉, 강남구청, 학동",,
논현2동,20201,3,0.0,"선정릉, 강남구청, 학동",,
논현2동,20202,3,0.0,"선정릉, 강남구청, 학동",,
논현2동,20203,3,0.0,"학동, 강남구청, 선정릉",,
논현2동,20204,3,0.0,"학동, 선정릉, 강남구청",,
논현2동,20211,3,8184047.0,"학동, 강남구청, 선정릉",,
논현2동,20212,3,9084914.0,"학동, 선정릉, 강남구청",,
논현2동,20213,3,8001587.0,"강남구청, 학동, 선정릉",,
논현2동,20214,3,9194752.0,"선정릉, 강남구청, 학동",,
능동,20191,2,0.0,"군자(능동), 어린이대공원(세종대)",,
능동,20192,2,0.0,"어린이대공원(세종대), 군자(능동)",,
능동,20193,2,0.0,"군자(능동), 어린이대공원(세종대)",,
능동,20194,2,0.0,"어린이대공원(세종대), 군자(능동)",,
능동,20201,2,0.0,"어린이대공원(세종대), 군자(능동)",,
능동,20202,2,0.0,"군자(능동), 어린이대공원(세종대)",,
능동,20203,2,0.0,"군자(능동), 어린이대공원(세종대)",,
능동,20204,2,0.0,"어린이대공원(세종대), 군자(능동)",,
능동,20211,2,5244534.0,"군자(능동), 어린이대공원(세종대)",,
능동,20212,2,6049105.0,"어린이대공원(세종대), 군자(능동)",,
능동,20213,2,5269697.0,"군자(능동), 어린이대공원(세종대)",,
능동,20214,2,6030196.0,"어린이대공원(세종대), 군자(능동)",,
다산동,20191,2,0.0,"청구, 약수",,
다산동,20192,2,0.0,"청구, 약수",,
다산동,20193,2,0.0,"약수, 청구",,
다산동,20194,2,0.0,"약수, 청구",,
다산동,20201,2,0.0,"약수, 청구",,
다산동,20202,2,0.0,"약수, 청구",,
다산동,20203,2,0.0,"청구, 약수",,
다산동,20204,2,0.0,"청구, 약수",,
다산동,20211,2,2329396.0,"청구, 약수",,
다산동,20212,2,2621694.0,"청구, 약수",,
다산동,20213,2,2352882.0,"청구, 약수",,
다산동,20214,2,2637595.0,"약수, 청구",,
답십리1동,0,1,0.0,0,,
답십리2동,0,1,0.0,0,,
당산1동,20191,1,0.0,영등포구청,,
당산1동,20192,1,0.0,영등포구청,,
당산1동,20193,1,0.0,영등포구청,,
당산1동,20194,1,0.0,영등포구청,,
당산1동,20201,1,0.0,영등포구청,,
당산1동,20202,1,0.0,영등포구청,,
당산1동,20203,1,0.0,영등포구청,,
당산1동,20204,1,0.0,영등포구청,,
당산1동,20211,1,3727517.0,영등포구청,,
당산1동,20212,1,4118322.0,영등포구청,,
당산1동,20213,1,3636054.0,영등포구청,,
당산1동,20214,1,4138178.0,영등포구청,,
당산2동,20191,1,0.0,당산,,
당산2동,20192,1,0.0,당산,,
당산2동,20193,1,0.0,당산,,
당산2동,20194,1,0.0,당산,,
당산2동,20201,1,0.0,당산,,
당산2동,20202,1,0.0,당산,,
당산2동,20203,1,0.0,당산,,
당산2동,20204,1,0.0,당산,,
당산2동,20211,1,5262149.0,당산,,
당산2동,20212,1,6012323.0,당산,,
당산2동,20213,1,5209142.0,당산,,
당산2동,20214,1,5978216.0,당산,,
대림1동,0,1,0.0,0,,
대림2동,20191,1,0.0,대림(구로구청),,
대림2동,20192,1,0.0,대림(구로구청),,
대림2동,20193,1,0.0,대림(구로구청),,
대림2동,20194,1,0.0,대림(구로구청),,
대림2동,20201,1,0.0,대림(구로구청),,
대림2동,20202,1,0.0,대림(구로구청),,
대림2동,20203,1,0.0,대림(구로구청),,
대림2동,20204,1,0.0,대림(구로구청),,
대림2동,20211,1,1184508.0,대림(구로구청),,
대림2동,20212,1,1356125.0,대림(구로구청),,
대림2동,20213,1,1247055.0,대림(구로구청),,
대림2동,20214,1,1361595.0,대림(구로구청),,
대림3동,0,1,0.0,0,,
대방동,20191,2,0.0,"신대방삼거리, 보라매",,
대방동,20192,2,0.0,"보라매, 신대방삼거리",,
대방동,20193,2,0.0,"보라매, 신대방삼거리",,
대방동,20194,2,0.0,"보라매, 신대방삼거리",,
대방동,20201,2,0.0,"보라매, 신대방삼거리",,
대방동,20202,2,0.0,"신대방삼거리, 보라매",,
대방동,20203,2,0.0,"신대방삼거리, 보라매",,
대방동,20204,2,0.0,"보라매, 신대방삼거리",,
대방동,20211,2,3633615.0,"보라매, 신대방삼거리",,
대방동,20212,2,4056267.0,"신대방삼거리, 보라매",,
대방동,20213,2,3649964.0,"보라매, 신대방삼거리",,
대방동,20214,2,4089522.0,"신대방삼거리, 보라매",,
대조동,0,1,0.0,연신내,,
대조동,20191,2,0.0,"연신내, 불광",,
대조동,20192,2,0.0,"연신내, 불광",,
대조동,20193,2,0.0,"연신내, 불광",,
대조동,20194,2,0.0,"불광, 연신내",,
대조동,20201,2,0.0,"불광, 연신내",,
대조동,20202,2,0.0,"불광, 연신내",,
대조동,20203,2,0.0,"불광, 연신내",,
대조동,20204,2,0.0,"연신내, 불광",,
대조동,20211,2,3083089.0,"불광, 연신내",,
대조동,20212,2,3503785.0,"불광, 연신내",,
대조동,20213,2,3122901.0,"연신내, 불광",,
대조동,20214,2,3488018.0,"불광, 연신내",,
대치1동,20191,1,0.0,도곡,,
대치1동,20192,1,0.0,도곡,,
대치1동,20193,1,0.0,도곡,,
대치1동,20194,1,0.0,도곡,,
대치1동,20201,1,0.0,도곡,,
대치1동,20202,1,0.0,도곡,,
대치1동,20203,1,0.0,도곡,,
대치1동,20204,1,0.0,도곡,,
대치1동,20211,1,757532.0,도곡,,
대치1동,20212,1,854048.0,도곡,,
대치1동,20213,1,724863.0,도곡,,
대치1동,20214,1,833023.0,도곡,,
대치2동,0,1,0.0,삼성,,
대치2동,20191,3,0.0,"대치, 학여울, 삼성(무역센터)",,
대치2동,20192,3,0.0,"삼성(무역센터), 대치, 학여울",,
대치2동,20193,3,0.0,"대치, 학여울, 삼성(무역센터)",,
대치2동,20194,3,0.0,"삼성(무역센터), 학여울, 대치",,
대치2동,20201,3,0.0,"대치, 삼성(무역센터), 학여울",,
대치2동,20202,3,0.0,"학여울, 대치, 삼성(무역센터)",,
대치2동,20203,3,0.0,"학여울, 대치, 삼성(무역센터)",,
대치2동,20204,3,0.0,"학여울, 삼성(무역센터), 대치",,
대치2동,20211,3,8646501.0,"삼성(무역센터), 학여울, 대치",,
대치2동,20212,3,9784314.0,"대치, 삼성(무역센터), 학여울",,
대치2동,20213,3,8327630.0,"학여울, 삼성(무역센터), 대치",,
대치2동,20214,3,10148854.0,"대치, 학여울, 삼성(무역센터)",,
대치4동,0,1,0.0,0,,
대학동,0,1,0.0,관악산(서울대),,
대흥동,0,1,0.0,서강대,,
대흥동,20191,2,0.0,"대흥(서강대앞), 이대",,
대흥동,20192,2,0.0,"이대, 대흥(서강대앞)",,
대흥동,20193,2,0.0,"대흥(서강대앞), 이대",,
대흥동,20194,2,0.0,"이대, 대흥(서강대앞)",,
대흥동,20201,2,0.0,"대흥(서강대앞), 이대",,
대흥동,20202,2,0.0,"이대, 대흥(서강대앞)",,
대흥동,20203,2,0.0,"대흥(서강대앞), 이대",,
대흥동,20204,2,0.0,"이대, 대흥(서강대앞)",,
대흥동,20211,2,2821849.0,"이대, 대흥(서강대앞)",,
대흥동,20212,2,3338453.0,"대흥(서강대앞), 이대",,
대흥동,20213,2,2970919.0,"대흥(서강대앞), 이대",,
대흥동,20214,2,3446430.0,"이대, 대흥(서강대앞)",,
도곡1동,20191,1,0.0,매봉,,
도곡1동,20192,1,0.0,매봉,,
도곡1동,20193,1,0.0,매봉,,
도곡1동,20194,1,0.0,매봉,,
도곡1동,20201,1,0.0,매봉,,
도곡1동,20202,1,0.0,매봉,,
도곡1동,20203,1,0.0,매봉,,
도곡1동,20204,1,0.0,매봉,,
도곡1동,20211,1,1636567.0,매봉,,
도곡1동,20212,1,1837113.0,매봉,,
도곡1동,20213,1,1648515.0,매봉,,
도곡1동,20214,1,1842119.0,매봉,,
도곡2동,20191,2,0.0,"도곡, 한티",,
