행정동,시군구,총_승객수,연분기
가락1동,송파구,18745,20221
가락2동,송파구,10442,20221
가산동,금천구,38186,20221
갈현1동,은평구,29402,20221
갈현2동,은평구,5997,20221
개봉1동,구로구,10893,20221
개포2동,강남구,5130,20221
거여1동,송파구,7405,20221
공덕동,마포구,25676,20221
공릉1동,노원구,20802,20221
공릉2동,노원구,8958,20221
공항동,강서구,7704,20221
광장동,광진구,10487,20221
광희동,중구,23264,20221
구로2동,구로구,2666,20221
구로3동,구로구,56896,20221
구로5동,구로구,7293,20221
구의1동,광진구,18605,20221
구의2동,광진구,12147,20221
구의3동,광진구,24347,20221
금호1가동,성동구,4926,20221
금호4가동,성동구,6271,20221
길동,강동구,6445,20221
길음1동,성북구,15858,20221
남가좌1동,서대문구,2322,20221
남영동,용산구,14306,20221
남현동,관악구,48732,20221
내곡동,서초구,1943,20221
노량진1동,동작구,28808,20221
녹번동,은평구,15046,20221
논현1동,강남구,40215,20221
논현2동,강남구,34626,20221
능동,광진구,31245,20221
당산1동,영등포구,20069,20221
당산2동,영등포구,28236,20221
대림3동,영등포구,25906,20221
대방동,동작구,20643,20221
대조동,은평구,16524,20221
대치2동,강남구,49402,20221
대치4동,강남구,45387,20221
대흥동,마포구,17140,20221
도곡1동,강남구,9140,20221
도곡2동,강남구,16083,20221
도봉2동,도봉구,14696,20221
독산1동,금천구,7036,20221
동화동,중구,6039,20221
둔촌1동,강동구,7659,20221
둔촌2동,강동구,7740,20221
등촌1동,강서구,5572,20221
등촌3동,강서구,15901,20221
마장동,성동구,4483,20221
마천1동,송파구,5487,20221
망우본동,중랑구,2037,20221
면목3.8동,중랑구,12914,20221
면목4동,중랑구,4821,20221
면목본동,중랑구,12485,20221
명동,중구,42616,20221
명일1동,강동구,6778,20221
명일2동,강동구,7267,20221
목1동,양천구,30194,20221
목2동,양천구,16447,20221
목3동,양천구,8850,20221
묵2동,중랑구,8221,20221
문래동,영등포구,16027,20221
문정2동,송파구,23319,20221
미아동,강북구,11816,20221
반포1동,서초구,7253,20221
반포2동,서초구,2577,20221
반포4동,서초구,58791,20221
반포본동,서초구,1070,20221
발산1동,강서구,11151,20221
방배1동,서초구,10944,20221
방배2동,서초구,928,20221
방배3동,서초구,12874,20221
방이1동,송파구,5707,20221
방이2동,송파구,4191,20221
방학1동,도봉구,4638,20221
방화1동,강서구,9015,20221
방화2동,강서구,26426,20221
번1동,강북구,27366,20221
보문동,성북구,6429,20221
불광1동,은평구,2147,20221
사근동,성동구,9250,20221
사당2동,동작구,30283,20221
사당4동,동작구,8660,20221
사직동,종로구,37035,20221
삼선동,성북구,28282,20221
삼성1동,강남구,26980,20221
삼성2동,강남구,4924,20221
삼양동,강북구,5037,20221
상계1동,노원구,10184,20221
상계2동,노원구,31324,20221
상계3.4동,노원구,9901,20221
상계5동,노원구,15033,20221
상계8동,노원구,10012,20221
상도1동,동작구,18255,20221
상도2동,동작구,7236,20221
상봉1동,중랑구,2860,20221
상봉2동,중랑구,16258,20221
상암동,마포구,17876,20221
서강동,마포구,14080,20221
서교동,마포구,100022,20221
서빙고동,용산구,928,20221
서원동,관악구,51431,20221
서초1동,서초구,35038,20221
서초2동,서초구,67988,20221
서초3동,서초구,38676,20221
석관동,성북구,14480,20221
석촌동,송파구,11111,20221
성내1동,강동구,8110,20221
성내2동,강동구,41697,20221
성산2동,마포구,14866,20221
성수1가1동,성동구,4951,20221
성수1가2동,성동구,16668,20221
성수2가3동,성동구,28037,20221
소공동,중구,32118,20221
송천동,강북구,22011,20221
송파1동,송파구,6787,20221
수궁동,구로구,10867,20221
수색동,은평구,775,20221
수서동,강남구,18849,20221
수유1동,강북구,1553,20221
수유2동,강북구,1907,20221
숭인2동,종로구,14202,20221
시흥1동,금천구,5226,20221
신길1동,영등포구,7893,20221
신길6동,영등포구,9065,20221
신길7동,영등포구,6111,20221
신내1동,중랑구,6764,20221
신당동,중구,17501,20221
신도림동,구로구,40058,20221
신사1동,은평구,13912,20221
신사2동,은평구,9958,20221
신사동,관악구,21159,20221
신정3동,양천구,8027,20221
신정4동,양천구,10783,20221
신정7동,양천구,5263,20221
신촌동,서대문구,27139,20221
아현동,마포구,13068,20221
안암동,성북구,8461,20221
암사2동,강동구,14716,20221
압구정동,강남구,35917,20221
약수동,중구,14443,20221
양재1동,서초구,29871,20221
양재2동,서초구,3278,20221
양평1동,영등포구,5613,20221
양평2동,영등포구,6337,20221
여의동,영등포구,63540,20221
역삼1동,강남구,70277,20221
영등포동,영등포구,8057,20221
영등포본동,영등포구,16015,20221
오금동,송파구,7529,20221
오류1동,구로구,5258,20221
오륜동,송파구,10222,20221
옥수동,성동구,6951,20221
왕십리2동,성동구,11083,20221
용강동,마포구,10654,20221
용답동,성동구,27896,20221
용산2가동,용산구,3907,20221
용신동,동대문구,30651,20221
우이동,강북구,3989,20221
우장산동,강서구,15771,20221
월계2동,노원구,3498,20221
월계3동,노원구,4340,20221
월곡2동,성북구,13949,20221
을지로동,중구,37405,20221
응봉동,성동구,786,20221
이문1동,동대문구,4231,20221
이문2동,동대문구,4722,20221
이태원1동,용산구,8793,20221
이화동,종로구,26296,20221
인헌동,관악구,21761,20221
일원본동,강남구,7480,20221
자양4동,광진구,6377,20221
잠실2동,송파구,16756,20221
잠실4동,송파구,15382,20221
잠실6동,송파구,66962,20221
잠실7동,송파구,9809,20221
잠실본동,송파구,5572,20221
잠원동,서초구,3662,20221
장위2동,성북구,7410,20221
장지동,송파구,13567,20221
장충동,중구,6302,20221
전농1동,동대문구,23429,20221
정릉1동,성북구,2597,20221
정릉4동,성북구,3581,20221
제기동,동대문구,6213,20221
종로1.2.3.4가동,종로구,78188,20221
종로5.6가동,종로구,41020,20221
중계2.3동,노원구,10955,20221
중곡3동,광진구,8479,20221
중화2동,중랑구,11037,20221
증산동,은평구,8034,20221
진관동,은평구,16181,20221
창1동,도봉구,25663,20221
창5동,도봉구,20706,20221
창신3동,종로구,2667,20221
천연동,서대문구,5523,20221
천호1동,강동구,7593,20221
청룡동,관악구,57138,20221
충현동,서대문구,24242,20221
필동,중구,19231,20221
하계2동,노원구,13808,20221
한강로동,용산구,43458,20221
한남동,용산구,8358,20221
행당1동,성동구,23545,20221
행당2동,성동구,6264,20221
홍제1동,서대문구,16711,20221
화곡1동,강서구,45472,20221
화양동,광진구,39983,20221
회현동,중구,67225,20221
효창동,용산구,6767,20221
휘경1동,동대문구,13359,20221
흑석동,동작구,6516,20221
가락1동,송파구,22643,20222
가락2동,송파구,12252,20222
가산동,금천구,43137,20222
갈현1동,은평구,34227,20222
갈현2동,은평구,7149,20222
개봉1동,구로구,12881,20222
개포2동,강남구,6370,20222
거여1동,송파구,9371,20222
공덕동,마포구,30825,20222
공릉1동,노원구,25940,20222
공릉2동,노원구,10969,20222
공항동,강서구,8967,20222
광장동,광진구,12919,20222
광희동,중구,27869,20222
구로2동,구로구,3869,20222
구로3동,구로구,65254,20222
구로5동,구로구,8457,20222
구의1동,광진구,21403,20222
구의2동,광진구,14895,20222
구의3동,광진구,30523,20222
금호1가동,성동구,5932,20222
금호4가동,성동구,7353,20222
길동,강동구,7365,20222
길음1동,성북구,19774,20222
남가좌1동,서대문구,2910,20222
남영동,용산구,17839,20222
남현동,관악구,61189,20222
내곡동,서초구,2683,20222
노량진1동,동작구,34214,20222
녹번동,은평구,17672,20222
논현1동,강남구,45224,20222
논현2동,강남구,39225,20222
능동,광진구,38599,20222
당산1동,영등포구,22739,20222
당산2동,영등포구,34375,20222
대림3동,영등포구,30331,20222
대방동,동작구,23961,20222
대조동,은평구,19508,20222
대치2동,강남구,58200,20222
대치4동,강남구,53151,20222
대학동,관악구,711,20222
대흥동,마포구,21211,20222
도곡1동,강남구,10823,20222
도곡2동,강남구,18583,20222
도봉2동,도봉구,17932,20222
독산1동,금천구,8254,20222
동화동,중구,6924,20222
둔촌1동,강동구,8692,20222
둔촌2동,강동구,9382,20222
등촌1동,강서구,6416,20222
등촌3동,강서구,19156,20222
마장동,성동구,5242,20222
마천1동,송파구,6715,20222
망우본동,중랑구,2909,20222
면목3.8동,중랑구,15063,20222
면목4동,중랑구,5654,20222
면목본동,중랑구,14686,20222
명동,중구,53425,20222
명일1동,강동구,8170,20222
명일2동,강동구,8810,20222
목1동,양천구,35173,20222
목2동,양천구,19912,20222
목3동,양천구,10222,20222
묵2동,중랑구,9469,20222
문래동,영등포구,19241,20222
문정2동,송파구,26921,20222
미아동,강북구,14045,20222
반포1동,서초구,8835,20222
반포2동,서초구,3524,20222
반포4동,서초구,74828,20222
반포본동,서초구,1192,20222
발산1동,강서구,13462,20222
방배1동,서초구,12617,20222
방배2동,서초구,1268,20222
방배3동,서초구,16210,20222
방이1동,송파구,6586,20222
방이2동,송파구,4883,20222
방학1동,도봉구,5446,20222
방화1동,강서구,10960,20222
방화2동,강서구,30500,20222
번1동,강북구,31768,20222
보라매동,관악구,691,20222
보문동,성북구,7658,20222
불광1동,은평구,2546,20222
사근동,성동구,13949,20222
사당2동,동작구,36668,20222
사당4동,동작구,10293,20222
사직동,종로구,50463,20222
삼선동,성북구,34470,20222
삼성1동,강남구,32709,20222
삼성2동,강남구,14403,20222
삼양동,강북구,5831,20222
상계1동,노원구,12112,20222
상계2동,노원구,36022,20222
상계3.4동,노원구,8659,20222
상계5동,노원구,18147,20222
상계8동,노원구,11837,20222
상도1동,동작구,23153,20222
상도2동,동작구,8267,20222
상봉1동,중랑구,3447,20222
상봉2동,중랑구,18878,20222
상암동,마포구,21713,20222
서강동,마포구,16793,20222
서교동,마포구,118323,20222
서림동,관악구,1407,20222
서빙고동,용산구,1165,20222
서원동,관악구,58596,20222
서초1동,서초구,41946,20222
서초2동,서초구,76654,20222
서초3동,서초구,46024,20222
석관동,성북구,17163,20222
석촌동,송파구,12884,20222
성내1동,강동구,9238,20222
성내2동,강동구,48237,20222
성산2동,마포구,18492,20222
성수1가1동,성동구,7228,20222
성수1가2동,성동구,20657,20222
성수2가3동,성동구,32316,20222
소공동,중구,39801,20222
송천동,강북구,25700,20222
송파1동,송파구,8354,20222
수궁동,구로구,13558,20222
수색동,은평구,940,20222
수서동,강남구,22625,20222
수유1동,강북구,1801,20222
수유2동,강북구,2229,20222
숭인2동,종로구,17163,20222
시흥1동,금천구,6194,20222
신길1동,영등포구,9343,20222
신길6동,영등포구,10728,20222
신길7동,영등포구,7740,20222
신내1동,중랑구,7985,20222
신당동,중구,20874,20222
신대방2동,동작구,1350,20222
신도림동,구로구,47937,20222
신림동,관악구,234,20222
신사1동,은평구,16311,20222
신사2동,은평구,11998,20222
신사동,관악구,24755,20222
신정3동,양천구,9584,20222
신정4동,양천구,12645,20222
신정7동,양천구,6307,20222
신촌동,서대문구,32366,20222
아현동,마포구,15685,20222
안암동,성북구,11564,20222
암사2동,강동구,17135,20222
압구정동,강남구,40329,20222
약수동,중구,17308,20222
양재1동,서초구,35137,20222
양재2동,서초구,4482,20222
양평1동,영등포구,6460,20222
양평2동,영등포구,7630,20222
여의동,영등포구,83761,20222
역삼1동,강남구,81231,20222
영등포동,영등포구,9477,20222
영등포본동,영등포구,18900,20222
오금동,송파구,8973,20222
오류1동,구로구,6218,20222
오륜동,송파구,13964,20222
옥수동,성동구,8573,20222
왕십리2동,성동구,13021,20222
용강동,마포구,12516,20222
용답동,성동구,32149,20222
용산2가동,용산구,5053,20222
용신동,동대문구,35366,20222
우이동,강북구,5125,20222
우장산동,강서구,18502,20222
월계2동,노원구,4459,20222
월계3동,노원구,5243,20222
월곡2동,성북구,16785,20222
을지로동,중구,45504,20222
응봉동,성동구,998,20222
이문1동,동대문구,5212,20222
이문2동,동대문구,5488,20222
이태원1동,용산구,11718,20222
이화동,종로구,31804,20222
인헌동,관악구,25743,20222
일원본동,강남구,9118,20222
자양4동,광진구,11219,20222
잠실2동,송파구,20153,20222
잠실4동,송파구,18866,20222
잠실6동,송파구,84766,20222
잠실7동,송파구,16564,20222
잠실본동,송파구,6345,20222
잠원동,서초구,4505,20222
장위2동,성북구,8743,20222
장지동,송파구,15817,20222
장충동,중구,8452,20222
전농1동,동대문구,27977,20222
정릉1동,성북구,3164,20222
정릉4동,성북구,4230,20222
제기동,동대문구,7844,20222
종로1.2.3.4가동,종로구,99457,20222
종로5.6가동,종로구,50409,20222
중계2.3동,노원구,13369,20222
중곡3동,광진구,9972,20222
중화2동,중랑구,12899,20222
증산동,은평구,9404,20222
진관동,은평구,19445,20222
창1동,도봉구,29911,20222
창5동,도봉구,23961,20222
창신3동,종로구,3281,20222
천연동,서대문구,6899,20222
천호1동,강동구,8933,20222
청룡동,관악구,66307,20222
충현동,서대문구,29134,20222
필동,중구,23776,20222
하계2동,노원구,16618,20222
한강로동,용산구,56607,20222
한남동,용산구,9802,20222
행당1동,성동구,28299,20222
행당2동,성동구,7442,20222
홍제1동,서대문구,20219,20222
화곡1동,강서구,52956,20222
화양동,광진구,47838,20222
회현동,중구,87269,20222
효창동,용산구,8309,20222
휘경1동,동대문구,16348,20222
흑석동,동작구,8209,20222
가락1동,송파구,22423,20223
가락2동,송파구,12079,20223
가산동,금천구,42698,20223
갈현1동,은평구,32953,20223
갈현2동,은평구,6987,20223
개봉1동,구로구,12385,20223
개포2동,강남구,6279,20223
거여1동,송파구,8952,20223
공덕동,마포구,30596,20223
공릉1동,노원구,23645,20223
공릉2동,노원구,10299,20223
공항동,강서구,8698,20223
광장동,광진구,12259,20223
광희동,중구,28665,20223
구로2동,구로구,3677,20223
구로3동,구로구,64698,20223
구로5동,구로구,8233,20223
구의1동,광진구,21028,20223
구의2동,광진구,13421,20223
구의3동,광진구,30603,20223
금호1가동,성동구,5652,20223
금호4가동,성동구,7149,20223
길동,강동구,7232,20223
길음1동,성북구,18738,20223
남가좌1동,서대문구,2915,20223
남영동,용산구,17296,20223
남현동,관악구,59056,20223
내곡동,서초구,2467,20223
노량진1동,동작구,32855,20223
녹번동,은평구,17227,20223
논현1동,강남구,45403,20223
논현2동,강남구,39112,20223
능동,광진구,36719,20223
당산1동,영등포구,22157,20223
당산2동,영등포구,33040,20223
대림3동,영등포구,29896,20223
대방동,동작구,21917,20223
대조동,은평구,18865,20223
대치2동,강남구,61445,20223
대치4동,강남구,54040,20223
대학동,관악구,1767,20223
대흥동,마포구,21461,20223
도곡1동,강남구,10635,20223
도곡2동,강남구,18910,20223
도봉2동,도봉구,16596,20223
독산1동,금천구,8052,20223
동화동,중구,6701,20223
둔촌1동,강동구,8289,20223
둔촌2동,강동구,9494,20223
등촌1동,강서구,6570,20223
등촌3동,강서구,19085,20223
마장동,성동구,5065,20223
마천1동,송파구,6459,20223
망우본동,중랑구,2830,20223
면목3.8동,중랑구,14418,20223
면목4동,중랑구,5413,20223
면목본동,중랑구,13671,20223
명동,중구,56480,20223
명일1동,강동구,7784,20223
명일2동,강동구,8626,20223
목1동,양천구,34656,20223
목2동,양천구,19572,20223
목3동,양천구,10299,20223
묵2동,중랑구,9184,20223
문래동,영등포구,18940,20223
문정2동,송파구,25918,20223
미아동,강북구,13345,20223
반포1동,서초구,8912,20223
반포2동,서초구,3587,20223
반포4동,서초구,75890,20223
반포본동,서초구,1086,20223
발산1동,강서구,13015,20223
방배1동,서초구,12541,20223
방배2동,서초구,1234,20223
방배3동,서초구,14587,20223
방이1동,송파구,6424,20223
방이2동,송파구,4820,20223
방학1동,도봉구,5269,20223
방화1동,강서구,10758,20223
방화2동,강서구,30236,20223
번1동,강북구,30492,20223
보라매동,관악구,2173,20223
보문동,성북구,7577,20223
불광1동,은평구,2518,20223
사근동,성동구,10471,20223
사당2동,동작구,34664,20223
사당4동,동작구,10111,20223
사직동,종로구,48734,20223
삼선동,성북구,32527,20223
삼성1동,강남구,34261,20223
삼성2동,강남구,18875,20223
삼양동,강북구,5700,20223
상계1동,노원구,11721,20223
상계2동,노원구,35321,20223
상계3.4동,노원구,8317,20223
상계5동,노원구,17031,20223
상계8동,노원구,11675,20223
상도1동,동작구,21672,20223
상도2동,동작구,8269,20223
상봉1동,중랑구,3355,20223
상봉2동,중랑구,18207,20223
상암동,마포구,21809,20223
서강동,마포구,16826,20223
서교동,마포구,120009,20223
서림동,관악구,4216,20223
서빙고동,용산구,1178,20223
서원동,관악구,54934,20223
서초1동,서초구,41185,20223
서초2동,서초구,77892,20223
서초3동,서초구,45727,20223
석관동,성북구,16381,20223
석촌동,송파구,12618,20223
성내1동,강동구,9041,20223
성내2동,강동구,47017,20223
성산2동,마포구,18300,20223
성수1가1동,성동구,6473,20223
성수1가2동,성동구,19834,20223
성수2가3동,성동구,32643,20223
소공동,중구,41135,20223
송천동,강북구,24590,20223
송파1동,송파구,8107,20223
수궁동,구로구,12672,20223
수색동,은평구,918,20223
수서동,강남구,22299,20223
수유1동,강북구,1755,20223
수유2동,강북구,2193,20223
숭인2동,종로구,15920,20223
시흥1동,금천구,5834,20223
신길1동,영등포구,9094,20223
신길6동,영등포구,10448,20223
신길7동,영등포구,8423,20223
신내1동,중랑구,7825,20223
신당동,중구,20120,20223
신대방2동,동작구,4190,20223
신도림동,구로구,46357,20223
신림동,관악구,579,20223
신사1동,은평구,15648,20223
신사2동,은평구,11243,20223
신사동,관악구,23111,20223
신정3동,양천구,9301,20223
신정4동,양천구,12263,20223
신정7동,양천구,6104,20223
신촌동,서대문구,33850,20223
아현동,마포구,15356,20223
안암동,성북구,10275,20223
암사2동,강동구,16737,20223
압구정동,강남구,40681,20223
약수동,중구,16762,20223
양재1동,서초구,34386,20223
양재2동,서초구,4973,20223
양평1동,영등포구,6359,20223
양평2동,영등포구,7505,20223
여의동,영등포구,81753,20223
역삼1동,강남구,84264,20223
영등포동,영등포구,9306,20223
영등포본동,영등포구,19046,20223
오금동,송파구,8665,20223
오류1동,구로구,5947,20223
오륜동,송파구,14134,20223
옥수동,성동구,8237,20223
왕십리2동,성동구,12787,20223
용강동,마포구,12206,20223
용답동,성동구,31957,20223
용산2가동,용산구,4937,20223
용신동,동대문구,34389,20223
우이동,강북구,4825,20223
우장산동,강서구,18027,20223
월계2동,노원구,3965,20223
월계3동,노원구,4790,20223
월곡2동,성북구,16264,20223
을지로동,중구,46209,20223
응봉동,성동구,919,20223
이문1동,동대문구,5054,20223
이문2동,동대문구,5358,20223
이태원1동,용산구,11844,20223
이화동,종로구,32006,20223
인헌동,관악구,25283,20223
일원본동,강남구,9083,20223
자양4동,광진구,9388,20223
잠실2동,송파구,20017,20223
잠실4동,송파구,18248,20223
잠실6동,송파구,83626,20223
잠실7동,송파구,17267,20223
잠실본동,송파구,6371,20223
잠원동,서초구,4407,20223
장위2동,성북구,8487,20223
장지동,송파구,15415,20223
장충동,중구,8263,20223
전농1동,동대문구,27229,20223
정릉1동,성북구,2971,20223
정릉4동,성북구,4033,20223
제기동,동대문구,7548,20223
종로1.2.3.4가동,종로구,98117,20223
종로5.6가동,종로구,47812,20223
중계2.3동,노원구,12796,20223
중곡3동,광진구,9654,20223
중화2동,중랑구,12367,20223
증산동,은평구,8960,20223
진관동,은평구,19217,20223
창1동,도봉구,28493,20223
창5동,도봉구,23062,20223
창신3동,종로구,3125,20223
천연동,서대문구,6573,20223
천호1동,강동구,8761,20223
청룡동,관악구,64298,20223
충현동,서대문구,28719,20223
필동,중구,22517,20223
하계2동,노원구,15880,20223
한강로동,용산구,58140,20223
한남동,용산구,9894,20223
행당1동,성동구,27410,20223
행당2동,성동구,7291,20223
홍제1동,서대문구,19300,20223
화곡1동,강서구,51556,20223
화양동,광진구,45304,20223
회현동,중구,88116,20223
효창동,용산구,8032,20223
휘경1동,동대문구,16154,20223
흑석동,동작구,7832,20223
가락1동,송파구,24408,20224
가락2동,송파구,12769,20224
가산동,금천구,43877,20224
갈현1동,은평구,34611,20224
갈현2동,은평구,7431,20224
개봉1동,구로구,13279,20224
개포2동,강남구,6842,20224
거여1동,송파구,9388,20224
공덕동,마포구,32834,20224
공릉1동,노원구,26064,20224
공릉2동,노원구,11559,20224
공항동,강서구,9061,20224
광장동,광진구,13456,20224
광희동,중구,32772,20224
구로2동,구로구,3947,20224
구로3동,구로구,67655,20224
구로5동,구로구,8725,20224
구의1동,광진구,22599,20224
구의2동,광진구,14510,20224
구의3동,광진구,32021,20224
금호1가동,성동구,6010,20224
금호4가동,성동구,7758,20224
길동,강동구,7541,20224
길음1동,성북구,20678,20224
남가좌1동,서대문구,3212,20224
남영동,용산구,19581,20224
남현동,관악구,65966,20224
내곡동,서초구,2816,20224
노량진1동,동작구,36374,20224
녹번동,은평구,18408,20224
논현1동,강남구,48392,20224
논현2동,강남구,41187,20224
능동,광진구,41062,20224
당산1동,영등포구,23642,20224
당산2동,영등포구,35533,20224
대림3동,영등포구,31460,20224
대방동,동작구,23188,20224
대조동,은평구,20002,20224
대치2동,강남구,64375,20224
대치4동,강남구,55764,20224
대학동,관악구,1647,20224
대흥동,마포구,24831,20224
도곡1동,강남구,11118,20224
도곡2동,강남구,19724,20224
도봉2동,도봉구,17760,20224
독산1동,금천구,8272,20224
동화동,중구,7151,20224
둔촌1동,강동구,9150,20224
둔촌2동,강동구,10022,20224
등촌1동,강서구,6276,20224
등촌3동,강서구,20319,20224
마장동,성동구,5621,20224
마천1동,송파구,6938,20224
망우본동,중랑구,2971,20224
면목3.8동,중랑구,15442,20224
면목4동,중랑구,5663,20224
면목본동,중랑구,14900,20224
명동,중구,70351,20224
명일1동,강동구,8288,20224
명일2동,강동구,9205,20224
목1동,양천구,36283,20224
목2동,양천구,20793,20224
목3동,양천구,10716,20224
묵2동,중랑구,9696,20224
문래동,영등포구,19832,20224
문정2동,송파구,27059,20224
미아동,강북구,14509,20224
반포1동,서초구,9529,20224
반포2동,서초구,3683,20224
반포4동,서초구,80622,20224
반포본동,서초구,1191,20224
발산1동,강서구,13787,20224
방배1동,서초구,13176,20224
방배2동,서초구,1328,20224
방배3동,서초구,16562,20224
방이1동,송파구,6828,20224
방이2동,송파구,5187,20224
방학1동,도봉구,5545,20224
방화1동,강서구,11605,20224
방화2동,강서구,30444,20224
번1동,강북구,32920,20224
보라매동,관악구,2439,20224
보문동,성북구,8160,20224
불광1동,은평구,2602,20224
사근동,성동구,13920,20224
사당2동,동작구,36832,20224
사당4동,동작구,10778,20224
사직동,종로구,55844,20224
삼선동,성북구,36428,20224
삼성1동,강남구,36180,20224
삼성2동,강남구,19519,20224
삼양동,강북구,6060,20224
상계1동,노원구,12310,20224
상계2동,노원구,37552,20224
상계3.4동,노원구,8847,20224
상계5동,노원구,18169,20224
상계8동,노원구,12341,20224
상도1동,동작구,24894,20224
상도2동,동작구,8643,20224
상봉1동,중랑구,3539,20224
상봉2동,중랑구,19477,20224
상암동,마포구,22726,20224
서강동,마포구,18197,20224
서교동,마포구,131122,20224
서림동,관악구,5131,20224
서빙고동,용산구,1243,20224
서원동,관악구,57614,20224
서초1동,서초구,43585,20224
서초2동,서초구,79173,20224
서초3동,서초구,48666,20224
석관동,성북구,17660,20224
석촌동,송파구,13582,20224
성내1동,강동구,9697,20224
성내2동,강동구,49959,20224
성산2동,마포구,19599,20224
성수1가1동,성동구,6957,20224
성수1가2동,성동구,21098,20224
성수2가3동,성동구,35432,20224
소공동,중구,48063,20224
송천동,강북구,26191,20224
송파1동,송파구,8866,20224
수궁동,구로구,13751,20224
수색동,은평구,917,20224
수서동,강남구,24180,20224
수유1동,강북구,1851,20224
수유2동,강북구,2314,20224
숭인2동,종로구,17654,20224
시흥1동,금천구,6252,20224
신길1동,영등포구,9753,20224
신길6동,영등포구,10942,20224
신길7동,영등포구,9321,20224
신내1동,중랑구,8272,20224
신당동,중구,21703,20224
신대방2동,동작구,4578,20224
신도림동,구로구,51052,20224
신림동,관악구,613,20224
신사1동,은평구,16708,20224
신사2동,은평구,12128,20224
신사동,관악구,24396,20224
신정3동,양천구,9921,20224
신정4동,양천구,12856,20224
신정7동,양천구,6596,20224
신촌동,서대문구,37296,20224
아현동,마포구,16358,20224
안암동,성북구,12209,20224
암사2동,강동구,17792,20224
압구정동,강남구,43661,20224
약수동,중구,18046,20224
양재1동,서초구,37102,20224
양재2동,서초구,5796,20224
양평1동,영등포구,6561,20224
양평2동,영등포구,7685,20224
여의동,영등포구,86490,20224
역삼1동,강남구,87599,20224
영등포동,영등포구,10222,20224
영등포본동,영등포구,20523,20224
오금동,송파구,9334,20224
오류1동,구로구,6239,20224
오륜동,송파구,16181,20224
옥수동,성동구,8742,20224
왕십리2동,성동구,13498,20224
용강동,마포구,13139,20224
용답동,성동구,33783,20224
용산2가동,용산구,5413,20224
용신동,동대문구,36724,20224
우이동,강북구,5498,20224
우장산동,강서구,19645,20224
월계2동,노원구,4416,20224
월계3동,노원구,5249,20224
월곡2동,성북구,17803,20224
을지로동,중구,50556,20224
응봉동,성동구,966,20224
이문1동,동대문구,5958,20224
이문2동,동대문구,5656,20224
이태원1동,용산구,12216,20224
이화동,종로구,36200,20224
인헌동,관악구,26701,20224
일원본동,강남구,9719,20224
자양4동,광진구,8166,20224
잠실2동,송파구,21594,20224
잠실4동,송파구,19671,20224
잠실6동,송파구,94346,20224
잠실7동,송파구,15417,20224
잠실본동,송파구,6733,20224
잠원동,서초구,4710,20224
장위2동,성북구,9310,20224
장지동,송파구,16500,20224
장충동,중구,10230,20224
전농1동,동대문구,28837,20224
정릉1동,성북구,3277,20224
정릉4동,성북구,4487,20224
제기동,동대문구,8621,20224
종로1.2.3.4가동,종로구,111451,20224
종로5.6가동,종로구,52895,20224
중계2.3동,노원구,13728,20224
중곡3동,광진구,10209,20224
중화2동,중랑구,13130,20224
증산동,은평구,9575,20224
진관동,은평구,20248,20224
창1동,도봉구,30631,20224
창5동,도봉구,24338,20224
창신3동,종로구,3372,20224
천연동,서대문구,7179,20224
천호1동,강동구,9150,20224
청룡동,관악구,68146,20224
충현동,서대문구,30906,20224
필동,중구,25759,20224
하계2동,노원구,17125,20224
한강로동,용산구,63519,20224
한남동,용산구,10794,20224
행당1동,성동구,29675,20224
행당2동,성동구,7715,20224
홍제1동,서대문구,21124,20224
화곡1동,강서구,54582,20224
화양동,광진구,49033,20224
회현동,중구,101317,20224
효창동,용산구,8878,20224
휘경1동,동대문구,18346,20224
흑석동,동작구,8931,20224
가락본동,송파구,0,20221
가리봉동,구로구,0,20221
가양2동,강서구,0,20221
가양3동,강서구,0,20221
가회동,종로구,0,20221
개봉2동,구로구,0,20221
개봉3동,구로구,0,20221
개포1동,강남구,0,20221
개포4동,강남구,0,20221
거여2동,송파구,0,20221
고덕1동,강동구,0,20221
고덕2동,강동구,0,20221
고척1동,구로구,0,20221
고척2동,구로구,0,20221
교남동,종로구,0,20221
구로1동,구로구,0,20221
구로4동,구로구,0,20221
구산동,은평구,0,20221
군자동,광진구,0,20221
금호2.3가동,성동구,0,20221
길음2동,성북구,0,20221
낙성대동,관악구,0,20221
난곡동,관악구,0,20221
난향동,관악구,0,20221
남가좌2동,서대문구,0,20221
노량진2동,동작구,0,20221
다산동,중구,0,20221
답십리1동,동대문구,0,20221
답십리2동,동대문구,0,20221
대림1동,영등포구,0,20221
대림2동,영등포구,0,20221
대치1동,강남구,0,20221
대학동,관악구,0,20221
도림동,영등포구,0,20221
도봉1동,도봉구,0,20221
도화동,마포구,0,20221
독산2동,금천구,0,20221
독산3동,금천구,0,20221
독산4동,금천구,0,20221
돈암1동,성북구,0,20221
돈암2동,성북구,0,20221
동선동,성북구,0,20221
등촌2동,강서구,0,20221
마천2동,송파구,0,20221
망우3동,중랑구,0,20221
망원1동,마포구,0,20221
망원2동,마포구,0,20221
면목2동,중랑구,0,20221
면목5동,중랑구,0,20221
면목7동,중랑구,0,20221
목4동,양천구,0,20221
목5동,양천구,0,20221
무악동,종로구,0,20221
묵1동,중랑구,0,20221
문정1동,송파구,0,20221
미성동,관악구,0,20221
반포3동,서초구,0,20221
